,Conditions,Date,DateUTC<br />,Dew PointF,Events,Gust SpeedMPH,Humidity,PrecipitationIn,Sea Level PressureIn,TemperatureF,TimeBST,TimeGMT,VisibilityMPH,Wind Direction,Wind SpeedMPH,WindDirDegrees
39,,2014/1/8,2014-01-08 13:00:00<br />,45.0,,,70.0,,29.97,52.0,,1:00 PM,15.0,SSW,12.7,210.0
40,Scattered Clouds,2014/1/8,2014-01-08 13:20:00<br />,46.4,,-,87.0,,29.95,50.0,,1:20 PM,6.2,SW,9.2,220.0
41,Partly Cloudy,2014/1/8,2014-01-08 13:50:00<br />,46.4,,-,82.0,,29.95,51.8,,1:50 PM,6.2,SSW,9.2,200.0
42,Mostly Cloudy,2014/1/8,2014-01-08 14:00:00<br />,46.0,,,76.0,,29.95,51.0,,2:00 PM,15.0,South,8.1,180.0
43,Partly Cloudy,2014/1/8,2014-01-08 14:20:00<br />,46.4,,-,82.0,,29.95,51.8,,2:20 PM,6.2,SSW,10.4,210.0
44,Partly Cloudy,2014/1/8,2014-01-08 14:50:00<br />,44.6,,-,76.0,,29.95,51.8,,2:50 PM,6.2,SSW,10.4,200.0
45,Scattered Clouds,2014/1/8,2014-01-08 15:00:00<br />,45.0,,,73.0,,29.95,51.0,,3:00 PM,16.0,South,9.2,190.0
46,Mostly Cloudy,2014/1/8,2014-01-08 15:20:00<br />,44.6,,23.0,82.0,,29.92,50.0,,3:20 PM,6.2,South,10.4,190.0
47,Mostly Cloudy,2014/1/8,2014-01-08 15:50:00<br />,44.6,,-,82.0,,29.92,50.0,,3:50 PM,6.2,South,8.1,170.0
48,Mostly Cloudy,2014/1/8,2014-01-08 16:00:00<br />,45.0,,,78.0,,29.92,50.0,,4:00 PM,17.0,SSE,8.1,160.0
49,Scattered Clouds,2014/1/8,2014-01-08 16:20:00<br />,44.6,,-,82.0,,29.92,50.0,,4:20 PM,6.2,SSE,10.4,160.0
50,Light Rain,2014/1/8,2014-01-08 16:50:00<br />,46.4,Rain,-,87.0,,29.89,50.0,,4:50 PM,6.2,SSE,8.1,150.0
51,Light Rain Showers,2014/1/8,2014-01-08 17:00:00<br />,46.0,Rain,,85.0,,29.9,49.0,,5:00 PM,7.0,SSE,10.4,150.0
52,Scattered Clouds,2014/1/8,2014-01-08 17:20:00<br />,46.4,,-,93.0,,29.86,48.2,,5:20 PM,6.2,SE,9.2,140.0
53,Partly Cloudy,2014/1/8,2014-01-08 17:50:00<br />,46.4,,-,87.0,,29.86,50.0,,5:50 PM,6.2,SSE,9.2,150.0
54,Rain,2014/1/8,2014-01-08 18:00:00<br />,46.0,Rain,,86.0,,29.87,49.0,,6:00 PM,12.0,SSE,10.4,150.0
55,Scattered Clouds,2014/1/8,2014-01-08 18:20:00<br />,46.4,,-,87.0,,29.86,50.0,,6:20 PM,6.2,SSE,10.4,150.0
56,Partly Cloudy,2014/1/8,2014-01-08 18:50:00<br />,46.4,,-,87.0,,29.83,50.0,,6:50 PM,6.2,SSE,10.4,160.0
57,Light Rain Showers,2014/1/8,2014-01-08 19:00:00<br />,46.0,Rain,,84.0,,29.85,49.0,,7:00 PM,12.0,SSE,10.4,150.0
58,Scattered Clouds,2014/1/8,2014-01-08 19:20:00<br />,46.4,,-,87.0,,29.83,50.0,,7:20 PM,6.2,SSE,10.4,160.0
59,Scattered Clouds,2014/1/8,2014-01-08 19:50:00<br />,46.4,,-,87.0,,29.83,50.0,,7:50 PM,6.2,SSE,11.5,160.0
60,Rain,2014/1/8,2014-01-08 20:00:00<br />,46.0,Rain,,87.0,,29.82,49.0,,8:00 PM,12.0,SSE,10.4,160.0
61,Light Rain,2014/1/8,2014-01-08 20:20:00<br />,46.4,Rain,-,87.0,,29.8,50.0,,8:20 PM,5.6,SSE,11.5,160.0
62,Mostly Cloudy,2014/1/8,2014-01-08 20:50:00<br />,48.2,,-,94.0,,29.77,50.0,,8:50 PM,6.2,South,10.4,170.0
63,Rain,2014/1/8,2014-01-08 21:00:00<br />,48.0,Rain,,89.0,,29.79,50.0,,9:00 PM,10.0,SSE,9.2,160.0
64,Mostly Cloudy,2014/1/8,2014-01-08 21:20:00<br />,48.2,,-,88.0,,29.77,51.8,,9:20 PM,6.2,South,10.4,180.0
65,Light Rain,2014/1/8,2014-01-08 21:50:00<br />,50.0,Rain,-,94.0,,29.74,51.8,,9:50 PM,4.3,South,12.7,190.0
66,Light Rain Showers,2014/1/8,2014-01-08 22:00:00<br />,50.0,Rain,,89.0,,29.76,52.0,,10:00 PM,4.0,South,11.5,180.0
67,Light Rain,2014/1/8,2014-01-08 22:20:00<br />,50.0,Rain,-,94.0,,29.74,51.8,,10:20 PM,3.7,South,12.7,180.0
68,Light Rain,2014/1/8,2014-01-08 22:50:00<br />,50.0,Rain,-,94.0,,29.71,51.8,,10:50 PM,6.2,South,12.7,190.0
69,Light Rain Showers,2014/1/8,2014-01-08 23:00:00<br />,51.0,Rain,,88.0,,29.73,53.0,,11:00 PM,12.0,South,11.5,190.0
70,Light Rain,2014/1/8,2014-01-08 23:20:00<br />,50.0,Rain,-,88.0,,29.71,53.6,,11:20 PM,6.2,SSW,11.5,210.0
71,Light Rain,2014/1/8,2014-01-08 23:50:00<br />,50.0,Rain,-,88.0,,29.68,53.6,,11:50 PM,-9999.0,SSW,13.8,210.0
0,Light Drizzle,2014/1/9,2014-01-09 00:00:00<br />,51.0,Rain,,90.0,,29.7,53.0,,12:00 AM,3.0,SSW,12.7,200.0
1,Mostly Cloudy,2014/1/9,2014-01-09 00:20:00<br />,51.8,,-,94.0,,29.68,53.6,,12:20 AM,6.2,SSW,11.5,200.0
2,Light Drizzle,2014/1/9,2014-01-09 00:50:00<br />,50.0,,-,88.0,,29.65,53.6,,12:50 AM,6.2,SSW,16.1,210.0
3,Rain,2014/1/9,2014-01-09 01:00:00<br />,51.0,Rain,,88.0,,29.66,53.0,,1:00 AM,7.0,SSW,18.4,200.0
4,Mostly Cloudy,2014/1/9,2014-01-09 01:20:00<br />,50.0,,-,88.0,,29.62,53.6,,1:20 AM,6.2,SSW,17.3,210.0
5,Drizzle,2014/1/9,2014-01-09 01:50:00<br />,50.0,,-,88.0,,29.62,53.6,,1:50 AM,6.2,SSW,13.8,200.0
6,Light Rain Showers,2014/1/9,2014-01-09 02:00:00<br />,51.0,Rain,,88.0,,29.62,53.0,,2:00 AM,12.0,South,13.8,190.0
7,Light Rain,2014/1/9,2014-01-09 02:20:00<br />,50.0,Rain,-,88.0,,29.59,53.6,,2:20 AM,6.2,SSW,16.1,200.0
8,Scattered Clouds,2014/1/9,2014-01-09 02:50:00<br />,50.0,,28.8,94.0,,29.59,51.8,,2:50 AM,6.2,SSW,15.0,210.0
9,Light Rain,2014/1/9,2014-01-09 03:00:00<br />,50.0,Rain,,86.0,,29.59,53.0,,3:00 AM,15.0,SSW,16.1,200.0
10,Scattered Clouds,2014/1/9,2014-01-09 03:20:00<br />,48.2,,36.8,82.0,,29.59,53.6,,3:20 AM,6.2,SW,25.3,220.0
11,Scattered Clouds,2014/1/9,2014-01-09 03:50:00<br />,46.4,,-,82.0,,29.56,51.8,,3:50 AM,6.2,SW,16.1,220.0
12,Rain,2014/1/9,2014-01-09 04:00:00<br />,46.0,Rain,,73.0,,29.57,52.0,,4:00 AM,16.0,SSW,21.9,210.0
13,Scattered Clouds,2014/1/9,2014-01-09 04:20:00<br />,44.6,,-,76.0,,29.53,51.8,,4:20 AM,6.2,SW,20.7,220.0
14,Partly Cloudy,2014/1/9,2014-01-09 04:50:00<br />,44.6,,31.1,76.0,,29.53,51.8,,4:50 AM,6.2,SW,19.6,220.0
15,Mostly Cloudy,2014/1/9,2014-01-09 05:00:00<br />,44.0,,,68.0,,29.55,51.0,,5:00 AM,19.0,SSW,21.9,210.0
16,Scattered Clouds,2014/1/9,2014-01-09 05:20:00<br />,44.6,,-,76.0,,29.53,51.8,,5:20 AM,6.2,SW,17.3,220.0
17,Scattered Clouds,2014/1/9,2014-01-09 05:50:00<br />,44.6,,-,76.0,,29.5,51.8,,5:50 AM,6.2,SW,19.6,220.0
18,Rain,2014/1/9,2014-01-09 06:00:00<br />,45.0,Rain,,72.0,,29.52,51.0,,6:00 AM,14.0,SSW,20.7,210.0
19,Mostly Cloudy,2014/1/9,2014-01-09 06:20:00<br />,44.6,,-,76.0,,29.53,51.8,,6:20 AM,6.2,SW,24.2,230.0
20,Mostly Cloudy,2014/1/9,2014-01-09 06:50:00<br />,46.4,,-,87.0,,29.53,50.0,,6:50 AM,6.2,West,20.7,260.0
21,Rain,2014/1/9,2014-01-09 07:00:00<br />,45.0,Rain,,75.0,,29.55,50.0,,7:00 AM,22.0,WSW,20.7,250.0
22,Mostly Cloudy,2014/1/9,2014-01-09 07:20:00<br />,46.4,,-,87.0,,29.56,50.0,,7:20 AM,6.2,WSW,17.3,240.0
23,Scattered Clouds,2014/1/9,2014-01-09 07:50:00<br />,44.6,,-,82.0,,29.56,50.0,,7:50 AM,6.2,WSW,18.4,250.0
24,Scattered Clouds,2014/1/9,2014-01-09 08:00:00<br />,43.0,,,77.0,,29.58,48.0,,8:00 AM,25.0,WSW,21.9,250.0
25,Mostly Cloudy,2014/1/9,2014-01-09 08:20:00<br />,42.8,,-,82.0,,29.59,48.2,,8:20 AM,6.2,WSW,19.6,250.0
26,Mostly Cloudy,2014/1/9,2014-01-09 08:50:00<br />,42.8,,-,82.0,,29.59,48.2,,8:50 AM,6.2,WSW,20.7,250.0
27,Scattered Clouds,2014/1/9,2014-01-09 09:00:00<br />,42.0,,,79.0,,29.61,47.0,,9:00 AM,34.0,WSW,19.6,250.0
28,Mostly Cloudy,2014/1/9,2014-01-09 09:20:00<br />,42.8,,-,82.0,,29.62,48.2,,9:20 AM,6.2,West,23.0,260.0
29,Mostly Cloudy,2014/1/9,2014-01-09 09:50:00<br />,41.0,,-,76.0,,29.65,48.2,,9:50 AM,6.2,West,20.7,270.0
30,Partly Cloudy,2014/1/9,2014-01-09 10:00:00<br />,41.0,,,71.0,,29.66,47.0,,10:00 AM,22.0,West,19.6,270.0
31,Mostly Cloudy,2014/1/9,2014-01-09 10:20:00<br />,41.0,,-,81.0,,29.68,46.4,,10:20 AM,6.2,WNW,15.0,290.0
32,Scattered Clouds,2014/1/9,2014-01-09 10:50:00<br />,39.2,,27.6,76.0,,29.68,46.4,,10:50 AM,6.2,WNW,16.1,290.0
33,Rain,2014/1/9,2014-01-09 11:00:00<br />,38.0,Rain,,66.0,,29.7,46.0,,11:00 AM,31.0,WNW,12.7,290.0
34,Mostly Cloudy,2014/1/9,2014-01-09 11:20:00<br />,37.4,,-,71.0,,29.71,46.4,,11:20 AM,6.2,WNW,13.8,290.0
35,Scattered Clouds,2014/1/9,2014-01-09 11:50:00<br />,39.2,,-,71.0,,29.71,48.2,,11:50 AM,6.2,WNW,16.1,290.0
36,Scattered Clouds,2014/1/9,2014-01-09 12:00:00<br />,37.0,,,58.0,,29.72,47.0,,12:00 PM,25.0,WNW,15.0,290.0
37,Partly Cloudy,2014/1/9,2014-01-09 12:20:00<br />,37.4,,-,66.0,,29.71,48.2,,12:20 PM,6.2,West,15.0,280.0
38,Scattered Clouds,2014/1/9,2014-01-09 12:50:00<br />,37.4,,-,66.0,,29.74,48.2,,12:50 PM,6.2,West,17.3,280.0
39,Scattered Clouds,2014/1/9,2014-01-09 13:00:00<br />,37.0,,,56.0,,29.74,48.0,,1:00 PM,31.0,West,16.1,270.0
40,Mostly Cloudy,2014/1/9,2014-01-09 13:20:00<br />,39.2,,-,71.0,,29.74,48.2,,1:20 PM,6.2,West,19.6,280.0
41,Mostly Cloudy,2014/1/9,2014-01-09 13:50:00<br />,37.4,,-,66.0,,29.74,48.2,,1:50 PM,6.2,West,15.0,280.0
42,Scattered Clouds,2014/1/9,2014-01-09 14:00:00<br />,37.0,,,59.0,,29.76,47.0,,2:00 PM,25.0,West,15.0,270.0
43,Scattered Clouds,2014/1/9,2014-01-09 14:20:00<br />,37.4,,-,66.0,,29.77,48.2,,2:20 PM,6.2,West,18.4,270.0
44,Partly Cloudy,2014/1/9,2014-01-09 14:50:00<br />,37.4,,-,66.0,,29.77,48.2,,2:50 PM,6.2,West,19.6,270.0
45,,2014/1/9,2014-01-09 15:00:00<br />,36.0,,,53.0,,29.78,48.0,,3:00 PM,25.0,West,17.3,270.0
46,Partly Cloudy,2014/1/9,2014-01-09 15:20:00<br />,37.4,,-,71.0,,29.8,46.4,,3:20 PM,6.2,West,13.8,260.0
47,Partly Cloudy,2014/1/9,2014-01-09 15:50:00<br />,37.4,,-,71.0,,29.8,46.4,,3:50 PM,6.2,West,12.7,260.0
48,,2014/1/9,2014-01-09 16:00:00<br />,37.0,,,62.0,,29.81,46.0,,4:00 PM,25.0,West,11.5,260.0
49,Partly Cloudy,2014/1/9,2014-01-09 16:20:00<br />,35.6,,-,66.0,,29.8,46.4,,4:20 PM,6.2,West,16.1,270.0
50,Clear,2014/1/9,2014-01-09 16:50:00<br />,35.6,,-,66.0,,29.83,46.4,,4:50 PM,-9999.0,WSW,11.5,240.0
51,,2014/1/9,2014-01-09 17:00:00<br />,36.0,,,60.0,,29.83,45.0,,5:00 PM,22.0,WSW,10.4,240.0
52,Clear,2014/1/9,2014-01-09 17:20:00<br />,35.6,,-,71.0,,29.83,44.6,,5:20 PM,-9999.0,WSW,10.4,250.0
53,Clear,2014/1/9,2014-01-09 17:50:00<br />,35.6,,-,71.0,,29.83,44.6,,5:50 PM,-9999.0,WSW,12.7,250.0
54,,2014/1/9,2014-01-09 18:00:00<br />,36.0,,,69.0,,29.85,43.0,,6:00 PM,22.0,WSW,12.7,250.0
55,Clear,2014/1/9,2014-01-09 18:20:00<br />,37.4,,-,76.0,,29.86,44.6,,6:20 PM,-9999.0,WSW,13.8,240.0
56,Clear,2014/1/9,2014-01-09 18:50:00<br />,37.4,,-,76.0,,29.86,44.6,,6:50 PM,-9999.0,WSW,12.7,250.0
57,,2014/1/9,2014-01-09 19:00:00<br />,37.0,,,72.0,,29.88,43.0,,7:00 PM,19.0,WSW,13.8,250.0
58,Clear,2014/1/9,2014-01-09 19:20:00<br />,37.4,,-,81.0,,29.89,42.8,,7:20 PM,-9999.0,WSW,12.7,240.0
59,Clear,2014/1/9,2014-01-09 19:50:00<br />,37.4,,-,81.0,,29.89,42.8,,7:50 PM,-9999.0,WSW,12.7,250.0
60,,2014/1/9,2014-01-09 20:00:00<br />,36.0,,,74.0,,29.89,42.0,,8:00 PM,18.0,WSW,11.5,250.0
61,Clear,2014/1/9,2014-01-09 20:50:00<br />,37.4,,-,81.0,,29.92,42.8,,8:50 PM,-9999.0,WSW,10.4,240.0
62,Clear,2014/1/9,2014-01-09 21:20:00<br />,37.4,,-,81.0,,29.92,42.8,,9:20 PM,-9999.0,WSW,10.4,250.0
63,Clear,2014/1/9,2014-01-09 21:50:00<br />,37.4,,-,87.0,,29.92,41.0,,9:50 PM,-9999.0,WSW,9.2,250.0
64,Clear,2014/1/9,2014-01-09 22:20:00<br />,37.4,,-,87.0,,29.92,41.0,,10:20 PM,-9999.0,WSW,9.2,250.0
65,Clear,2014/1/9,2014-01-09 23:20:00<br />,37.4,,-,87.0,,29.95,41.0,,11:20 PM,-9999.0,SW,8.1,230.0
66,Clear,2014/1/9,2014-01-09 23:50:00<br />,37.4,,-,87.0,,29.95,41.0,,11:50 PM,-9999.0,WSW,8.1,240.0
0,Partly Cloudy,2014/1/10,2014-01-10 00:20:00<br />,35.6,,-,81.0,,29.95,41.0,,12:20 AM,6.2,SW,8.1,230.0
1,Partly Cloudy,2014/1/10,2014-01-10 00:50:00<br />,37.4,,-,87.0,,29.95,41.0,,12:50 AM,6.2,WSW,9.2,240.0
2,,2014/1/10,2014-01-10 01:00:00<br />,36.0,,,85.0,,29.95,39.0,,1:00 AM,16.0,WSW,9.2,240.0
3,Unknown,2014/1/10,2014-01-10 01:20:00<br />,35.6,,-,87.0,,29.95,39.2,,1:20 AM,6.2,WSW,9.2,240.0
4,Unknown,2014/1/10,2014-01-10 01:50:00<br />,35.6,,-,87.0,,29.95,39.2,,1:50 AM,6.2,SW,5.8,220.0
5,,2014/1/10,2014-01-10 02:00:00<br />,36.0,,,88.0,,29.95,38.0,,2:00 AM,19.0,SW,6.9,220.0
6,Unknown,2014/1/10,2014-01-10 02:20:00<br />,35.6,,-,93.0,,29.95,37.4,,2:20 AM,6.2,SSW,6.9,210.0
7,Clear,2014/1/10,2014-01-10 02:50:00<br />,35.6,,-,93.0,,29.95,37.4,,2:50 AM,-9999.0,SSW,4.6,210.0
8,,2014/1/10,2014-01-10 03:00:00<br />,36.0,,,87.0,,29.96,38.0,,3:00 AM,25.0,SSW,6.9,210.0
9,Clear,2014/1/10,2014-01-10 03:20:00<br />,35.6,,-,93.0,,29.95,37.4,,3:20 AM,-9999.0,SSW,4.6,210.0
10,Clear,2014/1/10,2014-01-10 03:50:00<br />,35.6,,-,93.0,,29.95,37.4,,3:50 AM,-9999.0,SSW,4.6,210.0
11,,2014/1/10,2014-01-10 04:00:00<br />,35.0,,,91.0,,29.96,37.0,,4:00 AM,19.0,SSW,5.8,210.0
12,Clear,2014/1/10,2014-01-10 04:20:00<br />,35.6,,-,93.0,,29.95,37.4,,4:20 AM,-9999.0,SSW,4.6,210.0
13,Unknown,2014/1/10,2014-01-10 04:50:00<br />,35.6,,-,93.0,,29.95,37.4,,4:50 AM,6.2,SW,4.6,220.0
14,,2014/1/10,2014-01-10 05:00:00<br />,35.0,,,89.0,,29.96,37.0,,5:00 AM,22.0,SSW,5.8,210.0
15,Clear,2014/1/10,2014-01-10 05:20:00<br />,35.6,,-,93.0,,29.95,37.4,,5:20 AM,-9999.0,SSW,5.8,210.0
16,Clear,2014/1/10,2014-01-10 05:50:00<br />,35.6,,-,93.0,,29.95,37.4,,5:50 AM,-9999.0,SW,5.8,230.0
17,,2014/1/10,2014-01-10 06:00:00<br />,35.0,,,91.0,,29.96,37.0,,6:00 AM,19.0,SW,6.9,220.0
18,Clear,2014/1/10,2014-01-10 06:20:00<br />,35.6,,-,93.0,,29.95,37.4,,6:20 AM,-9999.0,SW,6.9,220.0
19,Clear,2014/1/10,2014-01-10 06:50:00<br />,35.6,,-,93.0,,29.95,37.4,,6:50 AM,-9999.0,SW,5.8,230.0
20,,2014/1/10,2014-01-10 07:00:00<br />,35.0,,,87.0,,29.97,38.0,,7:00 AM,28.0,SW,6.9,220.0
21,Clear,2014/1/10,2014-01-10 07:20:00<br />,35.6,,-,93.0,,29.98,37.4,,7:20 AM,-9999.0,SW,6.9,230.0
22,Clear,2014/1/10,2014-01-10 07:50:00<br />,35.6,,-,93.0,,29.98,37.4,,7:50 AM,-9999.0,SW,6.9,220.0
23,,2014/1/10,2014-01-10 08:00:00<br />,35.0,,,84.0,,29.99,38.0,,8:00 AM,19.0,SW,5.8,220.0
24,Clear,2014/1/10,2014-01-10 08:20:00<br />,35.6,,-,93.0,,29.98,37.4,,8:20 AM,-9999.0,SW,4.6,220.0
25,Partly Cloudy,2014/1/10,2014-01-10 08:50:00<br />,37.4,,-,93.0,,29.98,39.2,,8:50 AM,6.2,SW,6.9,220.0
26,,2014/1/10,2014-01-10 09:00:00<br />,37.0,,,84.0,,29.99,40.0,,9:00 AM,19.0,SSW,6.9,210.0
27,Clear,2014/1/10,2014-01-10 09:20:00<br />,37.4,,-,87.0,,29.98,41.0,,9:20 AM,-9999.0,SSW,8.1,210.0
28,Clear,2014/1/10,2014-01-10 09:50:00<br />,39.2,,19.6,87.0,,29.98,42.8,,9:50 AM,-9999.0,SW,8.1,220.0
29,,2014/1/10,2014-01-10 10:00:00<br />,38.0,,,78.0,,29.99,43.0,,10:00 AM,17.0,SW,8.1,220.0
30,Clear,2014/1/10,2014-01-10 10:20:00<br />,41.0,,-,87.0,,29.98,44.6,,10:20 AM,-9999.0,SW,8.1,220.0
31,Clear,2014/1/10,2014-01-10 10:50:00<br />,41.0,,-,87.0,,29.98,44.6,,10:50 AM,-9999.0,SSW,9.2,210.0
32,,2014/1/10,2014-01-10 11:00:00<br />,40.0,,,74.0,,29.99,46.0,,11:00 AM,19.0,SSW,10.4,210.0
33,Clear,2014/1/10,2014-01-10 11:20:00<br />,41.0,,-,81.0,,29.98,46.4,,11:20 AM,-9999.0,SW,11.5,220.0
34,Clear,2014/1/10,2014-01-10 11:50:00<br />,42.8,,-,82.0,,29.95,48.2,,11:50 AM,-9999.0,SSW,11.5,210.0
35,,2014/1/10,2014-01-10 12:00:00<br />,42.0,,,67.0,,29.97,49.0,,12:00 PM,19.0,SSW,11.5,210.0
36,Partly Cloudy,2014/1/10,2014-01-10 12:20:00<br />,42.8,,-,76.0,,29.95,50.0,,12:20 PM,6.2,SW,10.4,230.0
37,Scattered Clouds,2014/1/10,2014-01-10 12:50:00<br />,42.8,,-,76.0,,29.95,50.0,,12:50 PM,6.2,SW,12.7,220.0
38,Scattered Clouds,2014/1/10,2014-01-10 13:00:00<br />,42.0,,,68.0,,29.96,49.0,,1:00 PM,22.0,SSW,13.8,210.0
39,Partly Cloudy,2014/1/10,2014-01-10 13:20:00<br />,42.8,,-,76.0,,29.95,50.0,,1:20 PM,6.2,SW,10.4,220.0
40,Scattered Clouds,2014/1/10,2014-01-10 13:50:00<br />,42.8,,-,76.0,,29.95,50.0,,1:50 PM,6.2,SW,11.5,220.0
41,Scattered Clouds,2014/1/10,2014-01-10 14:00:00<br />,42.0,,,66.0,,29.94,50.0,,2:00 PM,25.0,SSW,11.5,210.0
42,Mostly Cloudy,2014/1/10,2014-01-10 14:20:00<br />,42.8,,-,76.0,,29.92,50.0,,2:20 PM,6.2,SW,15.0,230.0
43,Mostly Cloudy,2014/1/10,2014-01-10 14:50:00<br />,42.8,,-,76.0,,29.92,50.0,,2:50 PM,6.2,SW,12.7,230.0
44,Light Rain Showers,2014/1/10,2014-01-10 15:00:00<br />,43.0,Rain,,68.0,,29.94,50.0,,3:00 PM,19.0,SW,11.5,220.0
45,Mostly Cloudy,2014/1/10,2014-01-10 15:20:00<br />,42.8,,-,76.0,,29.92,50.0,,3:20 PM,6.2,SW,6.9,220.0
46,Mostly Cloudy,2014/1/10,2014-01-10 15:50:00<br />,42.8,,-,82.0,,29.92,48.2,,3:50 PM,6.2,SSW,9.2,210.0
47,Rain,2014/1/10,2014-01-10 16:00:00<br />,44.0,Rain,,76.0,,29.94,49.0,,4:00 PM,16.0,SSW,9.2,200.0
48,Mostly Cloudy,2014/1/10,2014-01-10 16:20:00<br />,44.6,,-,87.0,,29.92,48.2,,4:20 PM,6.2,SSW,10.4,210.0
49,Partly Cloudy,2014/1/10,2014-01-10 16:50:00<br />,42.8,,-,82.0,,29.92,48.2,,4:50 PM,6.2,SSW,9.2,210.0
50,Rain,2014/1/10,2014-01-10 17:00:00<br />,43.0,Rain,,77.0,,29.94,48.0,,5:00 PM,22.0,SSW,10.4,200.0
51,Clear,2014/1/10,2014-01-10 17:20:00<br />,42.8,,-,82.0,,29.92,48.2,,5:20 PM,-9999.0,SSW,9.2,200.0
52,Clear,2014/1/10,2014-01-10 17:50:00<br />,42.8,,-,87.0,,29.92,46.4,,5:50 PM,-9999.0,SSW,10.4,210.0
53,Mostly Cloudy,2014/1/10,2014-01-10 18:00:00<br />,42.0,,,79.0,,29.94,47.0,,6:00 PM,19.0,South,9.2,190.0
54,Scattered Clouds,2014/1/10,2014-01-10 18:20:00<br />,42.8,,-,87.0,,29.92,46.4,,6:20 PM,6.2,SSW,9.2,210.0
55,Scattered Clouds,2014/1/10,2014-01-10 18:50:00<br />,42.8,,-,87.0,,29.92,46.4,,6:50 PM,6.2,SSW,10.4,210.0
56,Mostly Cloudy,2014/1/10,2014-01-10 19:00:00<br />,42.0,,,79.0,,29.94,47.0,,7:00 PM,19.0,SSW,12.7,210.0
57,Partly Cloudy,2014/1/10,2014-01-10 19:20:00<br />,42.8,,-,87.0,,29.92,46.4,,7:20 PM,6.2,SSW,10.4,200.0
58,Clear,2014/1/10,2014-01-10 19:50:00<br />,42.8,,-,87.0,,29.92,46.4,,7:50 PM,-9999.0,SSW,9.2,210.0
59,Rain,2014/1/10,2014-01-10 20:00:00<br />,43.0,Rain,,80.0,,29.94,47.0,,8:00 PM,18.0,SSW,10.4,200.0
60,Clear,2014/1/10,2014-01-10 20:20:00<br />,42.8,,-,87.0,,29.92,46.4,,8:20 PM,-9999.0,SSW,9.2,200.0
61,Partly Cloudy,2014/1/10,2014-01-10 20:50:00<br />,42.8,,-,87.0,,29.92,46.4,,8:50 PM,6.2,SSW,8.1,200.0
62,Light Rain Showers,2014/1/10,2014-01-10 21:00:00<br />,44.0,Rain,,83.0,,29.94,47.0,,9:00 PM,13.0,SSW,8.1,200.0
63,Partly Cloudy,2014/1/10,2014-01-10 21:20:00<br />,44.6,,-,93.0,,29.92,46.4,,9:20 PM,6.2,SSW,9.2,200.0
64,Partly Cloudy,2014/1/10,2014-01-10 21:50:00<br />,44.6,,-,93.0,,29.92,46.4,,9:50 PM,6.2,SSW,9.2,210.0
65,Light Rain Showers,2014/1/10,2014-01-10 22:00:00<br />,44.0,Rain,,85.0,,29.93,47.0,,10:00 PM,11.0,SSW,10.4,200.0
66,Light Rain,2014/1/10,2014-01-10 22:20:00<br />,44.6,Rain,-,93.0,,29.92,46.4,,10:20 PM,6.2,SSW,11.5,200.0
67,Light Rain,2014/1/10,2014-01-10 22:50:00<br />,44.6,Rain,-,93.0,,29.92,46.4,,10:50 PM,6.2,SSW,10.4,210.0
68,Rain,2014/1/10,2014-01-10 23:00:00<br />,44.0,Rain,,83.0,,29.94,47.0,,11:00 PM,16.0,SSW,12.7,210.0
69,Scattered Clouds,2014/1/10,2014-01-10 23:20:00<br />,42.8,,-,87.0,,29.92,46.4,,11:20 PM,6.2,SSW,9.2,210.0
70,Light Rain,2014/1/10,2014-01-10 23:50:00<br />,42.8,Rain,-,87.0,,29.92,46.4,,11:50 PM,6.2,SSW,8.1,210.0
0,Light Rain Showers,2014/1/11,2014-01-11 00:00:00<br />,43.0,Rain,,85.0,,29.93,46.0,,12:00 AM,11.0,SSW,11.5,210.0
1,Light Rain,2014/1/11,2014-01-11 00:20:00<br />,42.8,Rain,-,87.0,,29.92,46.4,,12:20 AM,6.2,SSW,9.2,210.0
2,Light Rain,2014/1/11,2014-01-11 00:50:00<br />,42.8,Rain,-,87.0,,29.92,46.4,,12:50 AM,6.2,SSW,8.1,210.0
3,Light Rain,2014/1/11,2014-01-11 01:00:00<br />,44.0,Rain,,89.0,,29.93,46.0,,1:00 AM,4.0,SSW,9.2,210.0
4,Light Rain,2014/1/11,2014-01-11 01:20:00<br />,42.8,Rain,-,93.0,,29.92,44.6,,1:20 AM,5.6,WSW,4.6,240.0
5,Light Rain,2014/1/11,2014-01-11 01:50:00<br />,44.6,Rain,-,100.0,,29.92,44.6,,1:50 AM,6.2,South,8.1,190.0
6,Light Rain,2014/1/11,2014-01-11 02:00:00<br />,44.0,Rain,,94.0,,29.91,45.0,,2:00 AM,10.0,South,8.1,180.0
7,Scattered Clouds,2014/1/11,2014-01-11 02:20:00<br />,44.6,,-,93.0,,29.89,46.4,,2:20 AM,5.0,South,6.9,190.0
8,Mostly Cloudy,2014/1/11,2014-01-11 02:50:00<br />,44.6,,-,93.0,,29.89,46.4,,2:50 AM,5.6,SSW,8.1,210.0
9,Rain,2014/1/11,2014-01-11 03:00:00<br />,45.0,Rain,,94.0,,29.91,46.0,,3:00 AM,11.0,SSW,9.2,200.0
10,Mostly Cloudy,2014/1/11,2014-01-11 03:20:00<br />,44.6,,-,93.0,,29.89,46.4,,3:20 AM,6.2,SSW,8.1,210.0
